date,wp1,wp2,wp3,wp4,wp5,wp6,wp7
2009120612,0.336,0.434,0.247,0.441,0.207,0.592,0.429
2009120613,0.331,0.291,0.445,0.32,0.313,0.487,0.354
2009120614,0.286,0.159,0.504,0.562,0.359,0.526,0.455
2009120615,0.346,0.079,0.474,0.645,0.425,0.539,0.455
2009120616,0.586,0,0.435,0.705,0.41,0.737,0.758
2009120617,0.772,0,0.632,0.722,0.445,0.855,0.909
2009120618,0.842,0,0.702,0.871,0.475,0.868,0.909
2009120619,0.752,0.011,0.583,0.799,0.394,0.868,0.934
2009120620,0.702,0.063,0.603,0.826,0.283,0.803,0.884
2009120621,0.617,0.069,0.573,0.799,0.222,0.789,0.859
2009120622,0.561,0.132,0.435,0.716,0.415,0.724,0.808
2009120623,0.596,0.169,0.474,0.545,0.784,0.632,0.808
2009120700,0.657,0.196,0.613,0.38,0.834,0.658,0.657
2009120701,0.576,0.196,0.494,0.176,0.885,0.592,0.505
2009120702,0.556,0.164,0.435,0.055,0.885,0.5,0.606
2009120703,0.481,0.143,0.415,0.011,0.94,0.684,0.455
2009120704,0.286,0.09,0.336,0,0.91,0.513,0.606
2009120705,0.185,0.048,0.296,0,0.854,0.447,0.48
2009120706,0.175,0.048,0.237,0,0.708,0.276,0.227
2009120707,0.085,0.053,0.198,0,0.42,0.039,0.051
2009120708,0.04,0.069,0.217,0,0.202,0,0.126
2009120709,0.135,0.048,0.079,0,0.081,0,0.126
2009120710,0.05,0.032,0.01,0,0.01,0.053,0.025
2009120711,0.06,0.026,0.069,0.028,0,0.039,0.025
2009120712,0.1,0.011,0.049,0.017,0,0.039,0.076
2009120713,0.13,0,0.02,0.061,0,0.118,0.126
2009120714,0.12,0,0.04,0.154,0,0.118,0.076
2009120715,0.12,0,0.01,0.132,0.01,0.105,0.076
2009120716,0.07,0,0.01,0.154,0.01,0.158,0.101
2009120717,0.09,0,0.049,0.215,0.137,0.132,0.076
2009120718,0.035,0,0.109,0.143,0.313,0.118,0.101
2009120719,0.05,0.005,0.109,0.094,0.288,0.145,0.076
2009120720,0.065,0.005,0.119,0.132,0.238,0.145,0.101
2009120721,0.06,0.005,0.138,0.022,0.167,0.197,0.177
2009120722,0.095,0.016,0.217,0.165,0.131,0.316,0.278
2009120723,0.125,0.021,0.208,0.413,0.121,0.25,0.328
2009120800,0.13,0.005,0.316,0.231,0.121,0.408,0.631
2009120801,0.165,0.005,0.375,0.534,0.04,0.487,0.732
2009120802,0.125,0.011,0.336,0.38,0.015,0.355,0.48
2009120803,0.13,0,0.405,0.204,0.046,0.053,0.126
2009120804,0.105,0.127,0.474,0.127,0.035,0.013,0.025
2009120805,0.12,0.312,0.356,0.022,0.04,0.026,0
2009120806,0.05,0.323,0.267,0,0.015,0,0
2009120807,0.005,0.206,0.208,0,0.01,0,0
2009120808,0,0.143,0.128,0,0.015,0,0
2009120809,0,0.143,0.02,0.006,0.071,0.013,0
2009120810,0,0.122,0,0.006,0.137,0.013,0
2009120811,0,0.138,0,0,0.293,0.026,0
2009120812,0,0.101,0,0,0.177,0.013,0
2009120813,0,0.026,0,0.017,0.025,0.053,0
2009120814,0.01,0.021,0,0.017,0,0.039,0.076
2009120815,0.05,0.026,0,0.006,0,0.053,0.051
2009120816,0.065,0.058,0,0.017,0,0.039,0.076
2009120817,0.06,0.053,0.059,0.011,0,0.053,0.126
2009120818,0.055,0.005,0.059,0.017,0,0.092,0.051
2009120819,0.04,0,0.099,0.028,0,0.079,0.051
2009120820,0.04,0.005,0.208,0.05,0,0.079,0.076
2009120821,0.12,0.016,0.524,0.094,0,0.118,0.152
2009120822,0.18,0.063,0.771,0.121,0,0.105,0.177
2009120823,0.251,0.138,0.919,0.32,0.015,0.224,0.328
2009120900,0.411,0.243,0.978,0.474,0.04,0.395,0.505
2009120901,0.411,0.46,0.978,0.49,0.061,0.461,0.556
2009120902,0.667,0.614,0.978,0.556,0.131,0.513,0.808
2009120903,0.822,0.545,0.978,0.645,0.126,0.513,0.934
2009120904,0.892,0.339,0.978,0.86,0.228,0.513,0.934
2009120905,0.867,0.312,0.978,0.893,0.273,0.513,0.934
2009120906,0.882,0.492,0.978,0.931,0.501,0.513,0.934
2009120907,0.907,0.704,0.978,0.937,0.683,0.513,0.934
2009120908,0.922,0.735,0.978,0.953,0.789,0.513,0.934
2009120909,0.922,0.757,0.978,0.937,0.784,0.513,0.934
2009120910,0.917,0.82,0.978,0.926,0.561,0.513,0.934
2009120911,0.917,0.841,0.968,0.915,0.723,0.513,0.934
2009120912,0.812,0.788,0.949,0.898,0.935,0.5,0.934
2009120913,0.797,0.788,0.978,0.86,0.966,0.461,0.934
2009120914,0.792,0.847,0.978,0.804,0.95,0.474,0.96
2009120915,0.767,0.878,0.929,0.937,0.693,0.5,0.934
2009120916,0.652,0.82,0.702,0.948,0.551,0.5,0.909
2009120917,0.421,0.677,0.85,0.909,0.142,0.5,0.631
2009120918,0.391,0.487,0.919,0.815,0.248,0.487,0.783
2009120919,0.281,0.328,0.978,0.749,0.829,0.5,0.884
2009120920,0.501,0.413,0.751,0.733,0.905,0.513,0.934
2009120921,0.677,0.455,0.296,0.86,0.956,0.526,0.934
2009120922,0.712,0.429,0.375,0.573,0.966,0.526,0.934
2009120923,0.667,0.349,0.306,0.595,0.966,0.526,0.934
2009121000,0.672,0.286,0.267,0.799,0.94,0.526,0.934
2009121001,0.682,0.212,0.405,0.777,0.945,0.526,0.934
2009121002,0.677,0.243,0.662,0.865,0.966,0.526,0.934
2009121003,0.672,0.206,0.968,0.766,0.966,0.474,0.934
2009121004,0.672,0.392,0.978,0.771,0.88,0.513,0.934
2009121005,0.672,0.434,0.978,0.799,0.92,0.513,0.934
2009121006,0.677,0.503,0.978,0.815,0.961,0.513,0.934
2009121007,0.667,0.677,0.978,0.821,0.854,0.513,0.934
2009121008,0.657,0.598,0.978,0.804,0.865,0.513,0.934
2009121009,0.642,0.392,0.978,0.799,0.89,0.513,0.934
2009121010,0.672,0.317,0.978,0.678,0.94,0.5,0.934
2009121011,0.667,0.333,0.978,0.733,0.865,0.513,0.934
2009121012,0.652,0.381,0.978,0.788,0.91,0.513,0.934
2009121013,0.632,0.392,0.939,0.821,0.713,0.513,0.934
2009121014,0.707,0.317,0.978,0.81,0.602,0.513,0.934
2009121015,0.792,0.249,0.978,0.832,0.885,0.513,0.934
2009121016,0.887,0.265,0.978,0.837,0.966,0.5,0.934
2009121017,0.872,0.143,0.978,0.86,0.961,0.513,0.909
2009121018,0.907,0.116,0.978,0.837,0.95,0.526,0.909
2009121019,0.902,0.153,0.978,0.86,0.95,0.526,0.934
2009121020,0.917,0.042,0.978,0.882,0.925,0.526,0.909
2009121021,0.912,0.079,0.978,0.793,0.925,0.526,0.934
2009121022,0.917,0.37,0.978,0.678,0.956,0.526,0.934
2009121023,0.932,0.693,0.978,0.667,0.961,0.526,0.934
2009121100,0.922,0.778,0.978,0.639,0.956,0.526,0.934
2009121101,0.922,0.804,0.978,0.595,0.89,0.526,0.934
2009121102,0.927,0.831,0.978,0.612,0.849,0.526,0.934
2009121103,0.912,0.857,0.978,0.661,0.865,0.526,0.934
2009121104,0.912,0.81,0.978,0.793,0.92,0.526,0.934
2009121105,0.872,0.746,0.949,0.777,0.935,0.526,0.934
2009121106,0.872,0.751,0.949,0.815,0.935,0.526,0.934
2009121107,0.877,0.841,0.968,0.821,0.94,0.526,0.909
2009121108,0.827,0.799,0.968,0.832,0.925,0.526,0.934
2009121109,0.827,0.762,0.978,0.826,0.935,0.526,0.909
2009121110,0.842,0.767,0.978,0.826,0.92,0.526,0.909
2009121111,0.822,0.709,0.949,0.821,0.93,0.526,0.909
2009121112,0.747,0.72,0.929,0.815,0.93,0.526,0.909
2009121113,0.777,0.714,0.958,0.815,0.935,0.526,0.934
2009121114,0.827,0.714,0.968,0.832,0.94,0.579,0.934
2009121115,0.857,0.714,0.949,0.843,0.94,0.855,0.934
2009121116,0.892,0.72,0.968,0.826,0.94,0.855,0.934
2009121117,0.917,0.751,0.968,0.843,0.945,0.868,0.934
2009121118,0.917,0.698,0.978,0.826,0.956,0.855,0.934
2009121119,0.932,0.72,0.978,0.832,0.961,0.882,0.934
2009121120,0.927,0.73,0.978,0.815,0.961,0.882,0.934
2009121121,0.887,0.672,0.958,0.804,0.961,0.882,0.934
2009121122,0.872,0.63,0.82,0.821,0.966,0.882,0.934
2009121123,0.917,0.656,0.375,0.821,0.966,0.882,0.934
2009121200,0.877,0.698,0.425,0.804,0.961,0.882,0.934
2009121201,0.837,0.704,0.415,0.81,0.95,0.868,0.909
2009121202,0.867,0.794,0.534,0.832,0.956,0.855,0.909
2009121203,0.752,0.757,0.474,0.826,0.945,0.882,0.934
2009121204,0.772,0.667,0.524,0.837,0.92,0.868,0.934
2009121205,0.837,0.603,0.82,0.843,0.88,0.882,0.909
2009121206,0.747,0.566,0.879,0.832,0.859,0.868,0.909
2009121207,0.637,0.661,0.82,0.793,0.859,0.829,0.859
2009121208,0.722,0.667,0.524,0.661,0.915,0.697,0.808
2009121209,0.837,0.608,0.425,0.49,0.915,0.5,0.556
2009121210,0.667,0.407,0.267,0.545,0.905,0.487,0.379
2009121211,0.521,0.222,0.257,0.446,0.814,0.316,0.303
2009121212,0.491,0.28,0.257,0.292,0.743,0.237,0.152
2009121213,0.351,0.545,0.316,0.264,0.779,0.171,0.076
2009121214,0.451,0.735,0.287,0.143,0.728,0.145,0.227
2009121215,0.341,0.683,0.217,0.342,0.526,0.342,0.429
2009121216,0.326,0.471,0.247,0.358,0.217,0.447,0.379
2009121217,0.411,0.222,0.208,0.551,0.268,0.421,0.429
2009121218,0.451,0.143,0.296,0.562,0.349,0.566,0.707
2009121219,0.446,0.138,0.395,0.556,0.597,0.75,0.758
2009121220,0.466,0.19,0.425,0.579,0.551,0.737,0.783
2009121221,0.431,0.159,0.445,0.556,0.642,0.75,0.758
2009121222,0.466,0.217,0.356,0.518,0.597,0.75,0.682
2009121223,0.662,0.28,0.603,0.59,0.667,0.618,0.53
2009121300,0.707,0.392,0.958,0.799,0.753,0.671,0.556
2009121301,0.717,0.593,0.879,0.843,0.87,0.816,0.682
2009121302,0.702,0.751,0.899,0.848,0.844,0.776,0.505
2009121303,0.722,0.646,0.939,0.86,0.728,0.737,0.707
2009121304,0.842,0.598,0.899,0.837,0.49,0.829,0.783
2009121305,0.812,0.54,0.81,0.882,0.667,0.882,0.833
2009121306,0.792,0.577,0.86,0.882,0.768,0.829,0.833
2009121307,0.792,0.635,0.87,0.887,0.814,0.842,0.833
2009121308,0.747,0.561,0.791,0.909,0.839,0.829,0.758
2009121309,0.727,0.275,0.899,0.848,0.88,0.711,0.606
2009121310,0.637,0.069,0.919,0.793,0.859,0.645,0.556
2009121311,0.596,0.079,0.919,0.854,0.92,0.868,0.833
2009121312,0.727,0.085,0.682,0.837,0.94,0.855,0.934
2009121313,0.862,0.185,0.573,0.678,0.945,0.868,0.884
2009121314,0.902,0.185,0.553,0.76,0.92,0.737,0.732
2009121315,0.792,0.407,0.405,0.485,0.94,0.605,0.606
2009121316,0.571,0.762,0.247,0.386,0.961,0.461,0.53
2009121317,0.461,0.878,0.227,0.287,0.94,0.382,0.455
2009121318,0.401,0.905,0.247,0.298,0.961,0.342,0.429
2009121319,0.256,0.899,0.277,0.275,0.95,0.303,0.379
2009121320,0.125,0.873,0.267,0.281,0.95,0.237,0.253
2009121321,0.145,0.783,0.257,0.303,0.905,0.276,0.227
2009121322,0.17,0.709,0.227,0.331,0.612,0.25,0.202
2009121323,0.135,0.63,0.257,0.314,0.273,0.303,0.202
2009121400,0.17,0.561,0.287,0.298,0.157,0.263,0.202
2009121401,0.165,0.429,0.158,0.259,0.126,0.211,0.177
2009121402,0.236,0.291,0.069,0.187,0.217,0.118,0.126
2009121403,0.195,0.153,0.04,0.226,0.293,0.171,0.101
2009121404,0.15,0.106,0.03,0.182,0.349,0.145,0.051
2009121405,0.06,0.053,0.03,0.017,0.177,0.039,0
2009121406,0.04,0.048,0.01,0,0.177,0,0
2009121407,0.055,0.016,0,0,0.147,0,0
2009121408,0.075,0,0,0,0.212,0.039,0
2009121409,0,0.016,0.01,0.006,0.212,0.053,0.025
2009121410,0,0.048,0.03,0,0.278,0.039,0.025
2009121411,0,0.074,0.089,0,0.056,0.039,0.051
2009121412,0.005,0.074,0.138,0,0.03,0.053,0.101
2009121413,0,0.101,0.198,0,0.01,0.026,0.126
2009121414,0.04,0.106,0.356,0,0,0.026,0.126
2009121415,0.04,0.101,0.603,0.011,0,0.158,0.227
2009121416,0.035,0.069,0.445,0.055,0,0.316,0.227
2009121417,0.035,0.058,0.642,0.127,0.03,0.224,0.202
2009121418,0.045,0.026,0.573,0.149,0.086,0.197,0.202
2009121419,0.075,0,0.356,0.039,0.121,0.092,0.126
2009121420,0.135,0,0.306,0.006,0.187,0.039,0.101
2009121421,0.06,0,0.128,0.011,0.217,0.026,0.051
2009121422,0.035,0,0.089,0.022,0.212,0.039,0.076
2009121423,0.025,0.011,0.059,0.044,0.243,0.053,0.025
2009121500,0.015,0.021,0.168,0.039,0.258,0.066,0.025
2009121501,0.005,0.053,0.474,0.006,0.354,0.053,0.076
2009121502,0,0.016,0.593,0.055,0.157,0.053,0
2009121503,0,0.005,0.484,0.033,0.182,0.039,0
2009121504,0.015,0.058,0.455,0.055,0.157,0.026,0
2009121505,0.01,0.106,0.415,0.154,0.187,0.066,0
2009121506,0.005,0.074,0.356,0.182,0.248,0.118,0.051
2009121507,0.045,0.222,0.257,0.039,0.369,0.092,0.076
2009121508,0.055,0.349,0.445,0.066,0.435,0.092,0.076
2009121509,0.03,0.164,0.415,0.138,0.46,0.079,0.051
2009121510,0.005,0.132,0.504,0.121,0.501,0.224,0.051
2009121511,0.005,0.164,0.464,0.11,0.399,0.224,0.101
2009121512,0.005,0.333,0.425,0.375,0.202,0.461,0.253
2009121513,0.005,0.571,0.316,0.364,0.076,0.487,0.505
2009121514,0.005,0.376,0.257,0.182,0.126,0.303,0.253
2009121515,0.005,0.159,0.208,0.099,0.162,0.145,0.126
2009121516,0,0.217,0.188,0.094,0.101,0.145,0.051
2009121517,0.005,0.429,0.287,0.187,0.142,0.197,0.076
2009121518,0,0.757,0.504,0.402,0.222,0.408,0.429
2009121519,0,0.757,0.306,0.331,0.187,0.263,0.303
2009121520,0,0.783,0.247,0.441,0.167,0.368,0.505
2009121521,0.01,0.762,0.672,0.672,0.207,0.645,0.631
2009121522,0.075,0.783,0.8,0.661,0.308,0.671,0.657
2009121523,0.075,0.847,0.929,0.612,0.339,0.605,0.657
2009121600,0.04,0.825,0.929,0.848,0.324,0.724,0.859
2009121601,0.025,0.905,0.939,0.689,0.435,0.75,0.909
2009121602,0.06,0.884,0.949,0.529,0.667,0.645,0.833
2009121603,0.09,0.841,0.879,0.534,0.592,0.697,0.833
2009121604,0.095,0.81,0.731,0.661,0.531,0.632,0.732
2009121605,0.08,0.762,0.514,0.656,0.49,0.592,0.783
2009121606,0.105,0.646,0.603,0.694,0.182,0.645,0.808
2009121607,0.105,0.677,0.632,0.766,0.051,0.724,0.783
2009121608,0.105,0.709,0.563,0.777,0.046,0.789,0.783
2009121609,0.115,0.714,0.237,0.815,0.005,0.75,0.783
2009121610,0.14,0.614,0.326,0.793,0,0.724,0.808
2009121611,0.15,0.429,0.326,0.782,0,0.75,0.808
2009121612,0.145,0.402,0.267,0.716,0,0.75,0.833
2009121613,0.251,0.333,0.395,0.7,0.177,0.697,0.833
2009121614,0.261,0.323,0.494,0.496,0.789,0.566,0.808
2009121615,0.241,0.307,0.623,0.413,0.89,0.487,0.732
2009121616,0.226,0.238,0.652,0.512,0.9,0.408,0.758
2009121617,0.276,0.317,0.593,0.419,0.88,0.474,0.682
2009121618,0.306,0.635,0.464,0.468,0.774,0.487,0.505
2009121619,0.19,0.709,0.395,0.446,0.677,0.368,0.48
2009121620,0.16,0.72,0.277,0.551,0.531,0.487,0.556
2009121621,0.11,0.714,0.208,0.623,0.511,0.487,0.48
2009121622,0.065,0.677,0.168,0.7,0.657,0.513,0.53
2009121623,0.035,0.582,0.099,0.689,0.784,0.553,0.53
2009121700,0.035,0.466,0.049,0.672,0.794,0.5,0.556
2009121701,0.08,0.36,0.069,0.628,0.829,0.526,0.581
2009121702,0.105,0.233,0.059,0.672,0.627,0.447,0.505
2009121703,0.105,0.143,0.089,0.623,0.758,0.461,0.48
2009121704,0.11,0.037,0.069,0.567,0.576,0.355,0.48
2009121705,0.145,0.037,0.04,0.386,0.329,0.421,0.379
2009121706,0.15,0.053,0.04,0.248,0.116,0.382,0.404
2009121707,0.16,0.016,0.02,0.083,0.187,0.395,0.303
2009121708,0.15,0.042,0.03,0.066,0.217,0.197,0.177
2009121709,0.095,0.037,0.01,0.094,0.192,0.092,0.076
2009121710,0.005,0.063,0,0.154,0.248,0.118,0.025
2009121711,0,0.116,0,0.275,0.182,0.184,0.076
2009121712,0,0.164,0.01,0.27,0.116,0.184,0.101
2009121713,0,0.175,0,0.309,0.071,0.132,0.076
2009121714,0,0.296,0,0.176,0.056,0.158,0.051
2009121715,0,0.344,0,0.033,0.106,0.118,0.025
2009121716,0,0.201,0,0.072,0.101,0.079,0.076
2009121717,0,0.106,0,0.044,0.035,0.079,0.101
2009121718,0,0.101,0,0.017,0.025,0.079,0.076
2009121719,0,0.095,0,0.039,0.005,0.066,0.051
2009121720,0,0.18,0,0.011,0,0.066,0.076
2009121721,0,0.19,0,0,0,0.079,0.126
2009121722,0,0.233,0,0,0,0.079,0.152
2009121723,0,0.254,0.01,0.022,0,0.092,0.152
2009121800,0.005,0.45,0.059,0.044,0,0.105,0.177
2009121801,0,0.55,0.099,0.044,0,0.092,0.253
2009121802,0.025,0.593,0.089,0.05,0,0.118,0.354
2009121803,0.055,0.566,0.119,0.044,0,0.184,0.278
2009121804,0.08,0.55,0.119,0.132,0,0.184,0.202
2009121805,0.035,0.376,0.158,0.138,0,0.158,0.227
2009121806,0.05,0.402,0.089,0.149,0,0.171,0.354
2009121807,0.08,0.333,0.079,0.231,0,0.184,0.379
2009121808,0.055,0.222,0.168,0.231,0,0.224,0.404
2009121809,0.05,0.28,0.168,0.253,0.005,0.316,0.505
2009121810,0.03,0.212,0.178,0.242,0.015,0.368,0.48
2009121811,0.025,0.291,0.148,0.38,0.015,0.263,0.53
2009121812,0.03,0.265,0.217,0.386,0.01,0.368,0.53
2009121813,0.045,0.328,0.178,0.452,0.005,0.447,0.657
2009121814,0.05,0.434,0.198,0.408,0,0.447,0.581
2009121815,0.04,0.413,0.316,0.342,0,0.434,0.657
2009121816,0.055,0.37,0.474,0.314,0.005,0.368,0.556
2009121817,0.07,0.138,0.504,0.27,0.015,0.289,0.53
2009121818,0.07,0.037,0.662,0.209,0.02,0.276,0.455
2009121819,0.09,0.069,0.85,0.193,0.02,0.25,0.429
2009121820,0.11,0.069,0.929,0.182,0.03,0.263,0.354
2009121821,0.11,0.095,0.939,0.176,0.081,0.211,0.303
2009121822,0.12,0.021,0.949,0.209,0.116,0.224,0.379
2009121823,0.206,0.074,0.949,0.259,0.147,0.237,0.429
2009121900,0.271,0.079,0.949,0.281,0.111,0.276,0.379
2009121901,0.251,0.079,0.949,0.298,0.121,0.263,0.404
2009121902,0.236,0.063,0.968,0.275,0.182,0.263,0.505
2009121903,0.19,0.09,0.968,0.264,0.121,0.276,0.556
2009121904,0.09,0.122,0.909,0.242,0.121,0.303,0.606
2009121905,0.035,0.143,0.791,0.143,0.126,0.237,0.505
2009121906,0.025,0.18,0.613,0.193,0.182,0.145,0.354
2009121907,0.025,0.19,0.455,0.215,0.187,0.118,0.328
2009121908,0.03,0.148,0.346,0.253,0.258,0.092,0.278
2009121909,0.035,0.19,0.277,0.298,0.278,0.105,0.202
2009121910,0.07,0.19,0.217,0.391,0.298,0.237,0.278
2009121911,0.115,0.079,0.277,0.369,0.298,0.276,0.227
2009121912,0.241,0.016,0.375,0.281,0.288,0.329,0.177
2009121913,0.266,0.037,0.375,0.215,0.364,0.316,0.253
2009121914,0.261,0.032,0.287,0.231,0.313,0.276,0.354
2009121915,0.175,0.016,0.237,0.22,0.339,0.171,0.328
2009121916,0.135,0.026,0.217,0.143,0.344,0.171,0.404
2009121917,0.09,0.032,0.366,0.033,0.364,0.145,0.253
2009121918,0.12,0.042,0.385,0.017,0.293,0.118,0.076
2009121919,0.13,0.058,0.464,0.011,0.248,0.079,0.025
2009121920,0.11,0.032,0.484,0,0.298,0.026,0.025
2009121921,0.08,0.005,0.385,0.011,0.531,0.026,0
2009121922,0.105,0.063,0.267,0.011,0.607,0.039,0
2009121923,0.12,0.175,0.217,0.011,0.576,0.066,0.076
2009122000,0.12,0.212,0.227,0.028,0.657,0.053,0.076
2009122001,0.155,0.217,0.277,0.022,0.657,0.013,0.051
2009122002,0.135,0.217,0.306,0.017,0.369,0,0
2009122003,0.06,0.132,0.227,0,0.263,0,0
2009122004,0.02,0.079,0.148,0,0.313,0.013,0
2009122005,0,0.085,0.099,0,0.283,0.026,0
2009122006,0,0.228,0.04,0,0.268,0.026,0
2009122007,0,0.228,0.01,0,0.278,0.013,0
2009122008,0,0.206,0.03,0,0.344,0,0
2009122009,0,0.243,0.03,0,0.379,0,0
2009122010,0,0.28,0,0,0.228,0,0
2009122011,0.035,0.254,0,0,0.101,0,0
2009122012,0.1,0.206,0,0,0.071,0,0
2009122013,0.07,0.138,0.02,0,0.056,0,0
2009122014,0.045,0.079,0.109,0.006,0.091,0.039,0
2009122015,0.005,0.011,0.138,0.022,0.066,0.079,0
2009122016,0,0.005,0.099,0.006,0.086,0.053,0
2009122017,0,0,0.04,0.165,0.106,0.066,0
2009122018,0.02,0,0.02,0.441,0.111,0.421,0
2009122019,0.05,0.026,0.01,0.402,0.167,0.421,0.278
2009122020,0.105,0.048,0.02,0.38,0.187,0.276,0.227
2009122021,0.216,0.042,0.03,0.391,0.157,0.184,0.152
2009122022,0.351,0.011,0.059,0.512,0.157,0.355,0.227
2009122023,0.221,0,0.128,0.49,0.116,0.25,0.177
2009122100,0.226,0.005,0.198,0.485,0.101,0.197,0.076
2009122101,0.271,0.026,0.198,0.468,0.076,0.197,0.076
2009122102,0.236,0.026,0.287,0.391,0.096,0.211,0.025
2009122103,0.185,0.069,0.277,0.275,0.187,0.224,0
2009122104,0.115,0.127,0.227,0.154,0.187,0.132,0
2009122105,0.07,0.175,0.178,0.132,0.121,0.092,0
2009122106,0.06,0.153,0.178,0.044,0.091,0.053,0
2009122107,0.055,0.074,0.168,0.011,0.071,0.013,0
2009122108,0.04,0.005,0.208,0,0.066,0,0
2009122109,0.025,0.005,0.168,0.011,0.076,0.013,0
2009122110,0.02,0,0.247,0.006,0.025,0.066,0
2009122111,0.015,0,0.257,0.011,0.071,0.079,0
2009122112,0.02,0.037,0.227,0.011,0.035,0.079,0.025
2009122113,0,0.037,0.109,0,0,0.105,0.076
2009122114,0,0.016,0.049,0,0,0.105,0.076
2009122115,0,0.026,0.059,0,0,0.092,0.076
2009122116,0,0.026,0.049,0,0.01,0.079,0.051
2009122117,0,0.021,0.049,0,0.01,0.053,0
2009122118,0.005,0,0.069,0,0.005,0.026,0
2009122119,0.005,0,0.079,0,0.01,0,0
2009122120,0.005,0,0.059,0,0.01,0,0
2009122121,0.025,0,0.049,0,0.01,0.013,0
2009122122,0.025,0,0.04,0,0.03,0.013,0
2009122123,0.06,0,0.049,0,0.051,0.013,0
2009122200,0.095,0,0.128,0,0.035,0.026,0
2009122201,0.07,0,0.158,0,0.035,0.026,0
2009122202,0.045,0,0.188,0,0.046,0.013,0
2009122203,0.05,0,0.287,0,0.071,0.026,0
2009122204,0.1,0,0.227,0.006,0.081,0.053,0.025
2009122205,0.13,0.026,0.306,0.017,0.086,0.105,0.051
2009122206,0.095,0.026,0.445,0.028,0.091,0.118,0.076
2009122207,0.105,0.026,0.395,0.077,0.061,0.105,0.101
2009122208,0.075,0.026,0.375,0.072,0.035,0.079,0.126
2009122209,0.005,0.005,0.316,0.055,0.035,0.158,0.101
2009122210,0.05,0,0.257,0.171,0.046,0.158,0.076
2009122211,0.09,0,0.138,0.204,0.066,0.171,0.126
2009122212,0.045,0.016,0.03,0.253,0.066,0.224,0.253
2009122213,0.025,0.069,0.03,0.204,0.051,0.276,0.404
2009122214,0.07,0.037,0.049,0.116,0.035,0.329,0.328
2009122215,0.045,0.016,0.089,0.055,0.03,0.184,0.177
2009122216,0.015,0.032,0.109,0,0.015,0.066,0.051
2009122217,0.125,0,0.03,0,0.01,0.026,0
2009122218,0.145,0,0.04,0.006,0.035,0.026,0
2009122219,0.13,0,0.049,0.033,0.066,0.039,0
2009122220,0.095,0,0.069,0.028,0.071,0.026,0
2009122221,0.145,0.011,0.109,0.006,0.071,0.026,0
2009122222,0.14,0.09,0.148,0,0.131,0.013,0
2009122223,0.201,0.101,0.158,0.011,0.217,0,0
2009122300,0.276,0.09,0.099,0.044,0.278,0,0
2009122301,0.276,0.058,0.04,0.066,0.369,0,0
2009122302,0.456,0.069,0.03,0.039,0.45,0,0
2009122303,0.396,0.058,0.04,0.022,0.465,0.013,0
2009122304,0.321,0.079,0.049,0.017,0.359,0.039,0
2009122305,0.276,0.164,0.03,0.105,0.278,0.039,0.025
2009122306,0.231,0.169,0.01,0.116,0.303,0,0
2009122307,0.16,0.116,0,0.05,0.324,0.013,0
2009122308,0.165,0.042,0,0.028,0.384,0.013,0
2009122309,0.256,0.032,0,0.033,0.359,0.013,0
2009122310,0.271,0.011,0.01,0.099,0.339,0.039,0
2009122311,0.236,0.005,0,0.11,0.308,0.066,0.025
2009122312,0.261,0.011,0,0.149,0.212,0.158,0.076
2009122313,0.296,0.079,0,0.132,0.207,0.171,0.025
2009122314,0.341,0.243,0,0.088,0.283,0.079,0
2009122315,0.391,0.291,0,0.077,0.283,0.092,0
2009122316,0.496,0.148,0,0.132,0.319,0.171,0
2009122317,0.521,0.101,0,0.116,0.253,0.197,0.126
2009122318,0.536,0.042,0,0.072,0.217,0.197,0.152
2009122319,0.481,0.011,0,0.022,0.182,0.118,0.101
2009122320,0.496,0.011,0.01,0.028,0.167,0.118,0.152
2009122321,0.466,0.011,0.03,0.022,0.131,0.118,0.152
2009122322,0.366,0.011,0.059,0.011,0.066,0.066,0.126
2009122323,0.266,0.053,0.01,0.066,0.046,0.039,0.076
2009122400,0.291,0.074,0.059,0.011,0.066,0.184,0.051
2009122401,0.251,0.063,0.069,0.105,0.076,0.145,0.202
2009122402,0.256,0.201,0.079,0.116,0.061,0.066,0.101
2009122403,0.175,0.169,0.079,0.039,0.051,0.092,0.025
2009122404,0.05,0.307,0.109,0.121,0.046,0.066,0
2009122405,0.03,0.291,0.119,0.187,0.03,0.039,0
2009122406,0.055,0.291,0.109,0,0.015,0.092,0
2009122407,0.005,0.259,0.128,0.039,0,0.079,0.025
2009122408,0,0.249,0.198,0.072,0.005,0.053,0
2009122409,0,0.392,0.208,0.033,0,0.039,0
2009122410,0,0.556,0.257,0,0,0.026,0
2009122411,0,0.688,0.326,0.017,0,0.066,0.051
2009122412,0,0.746,0.336,0.088,0,0.079,0.051
2009122413,0,0.492,0.435,0.028,0,0.026,0
2009122414,0,0.466,0.682,0,0,0.026,0.025
2009122415,0,0.365,0.662,0.006,0.02,0.053,0.076
2009122416,0,0.481,0.721,0.028,0.04,0.066,0.126
2009122417,0,0.608,0.85,0.066,0.04,0.092,0.152
2009122418,0.015,0.677,0.958,0.226,0.061,0.145,0.202
2009122419,0.09,0.783,0.968,0.253,0.02,0.132,0.227
2009122420,0.125,0.73,0.968,0.364,0.005,0.224,0.404
2009122421,0.105,0.794,0.968,0.435,0.091,0.303,0.429
2009122422,0.04,0.783,0.968,0.391,0.177,0.342,0.53
